province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Australian Capital Territory,Australia,2020-03-23,-35.4735,149.0124,POINT(149.0124 -35.4735),32,0,0,32,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-23,-33.8688,151.2093,POINT(151.2093 -33.8688),669,6,4,659,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-23,-12.4634,130.8456,POINT(130.8456 -12.4634),5,0,0,5,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-23,-27.4698,153.0251,POINT(153.0251 -27.4698),319,0,8,311,,,"Queensland, Australia"
South Australia,Australia,2020-03-23,-34.9285,138.6007,POINT(138.6007 -34.9285),134,0,6,128,,,"South Australia, Australia"
Tasmania,Australia,2020-03-23,-42.8821,147.3272,POINT(147.3272 -42.8821),28,0,3,25,,,"Tasmania, Australia"
Victoria,Australia,2020-03-23,-37.8136,144.9631,POINT(144.9631 -37.8136),355,0,97,258,,,"Victoria, Australia"
Western Australia,Australia,2020-03-23,-31.9505,115.8605,POINT(115.8605 -31.9505),140,1,1,138,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-24,-35.4735,149.0124,POINT(149.0124 -35.4735),39,0,0,39,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-24,-33.8688,151.2093,POINT(151.2093 -33.8688),818,7,4,807,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-24,-12.4634,130.8456,POINT(130.8456 -12.4634),6,0,0,6,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-24,-27.4698,153.0251,POINT(153.0251 -27.4698),397,0,8,389,,,"Queensland, Australia"
South Australia,Australia,2020-03-24,-34.9285,138.6007,POINT(138.6007 -34.9285),170,0,6,164,,,"South Australia, Australia"
Tasmania,Australia,2020-03-24,-42.8821,147.3272,POINT(147.3272 -42.8821),28,0,3,25,,,"Tasmania, Australia"
Victoria,Australia,2020-03-24,-37.8136,144.9631,POINT(144.9631 -37.8136),411,0,97,314,,,"Victoria, Australia"
Western Australia,Australia,2020-03-24,-31.9505,115.8605,POINT(115.8605 -31.9505),175,1,1,173,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-25,-35.4735,149.0124,POINT(149.0124 -35.4735),39,0,0,39,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-25,-33.8688,151.2093,POINT(151.2093 -33.8688),1029,7,4,1018,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-25,-12.4634,130.8456,POINT(130.8456 -12.4634),6,0,0,6,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-25,-27.4698,153.0251,POINT(153.0251 -27.4698),443,0,8,435,,,"Queensland, Australia"
South Australia,Australia,2020-03-25,-34.9285,138.6007,POINT(138.6007 -34.9285),170,0,6,164,,,"South Australia, Australia"
Tasmania,Australia,2020-03-25,-42.8821,147.3272,POINT(147.3272 -42.8821),36,0,3,33,,,"Tasmania, Australia"
Victoria,Australia,2020-03-25,-37.8136,144.9631,POINT(144.9631 -37.8136),466,0,97,369,,,"Victoria, Australia"
Western Australia,Australia,2020-03-25,-31.9505,115.8605,POINT(115.8605 -31.9505),175,1,1,173,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-26,-35.4735,149.0124,POINT(149.0124 -35.4735),53,0,1,52,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-26,-33.8688,151.2093,POINT(151.2093 -33.8688),1219,7,4,1208,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-26,-12.4634,130.8456,POINT(130.8456 -12.4634),12,0,0,12,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-26,-27.4698,153.0251,POINT(153.0251 -27.4698),493,1,8,484,,,"Queensland, Australia"
South Australia,Australia,2020-03-26,-34.9285,138.6007,POINT(138.6007 -34.9285),235,0,6,229,,,"South Australia, Australia"
Tasmania,Australia,2020-03-26,-42.8821,147.3272,POINT(147.3272 -42.8821),47,0,3,44,,,"Tasmania, Australia"
Victoria,Australia,2020-03-26,-37.8136,144.9631,POINT(144.9631 -37.8136),520,3,149,368,,,"Victoria, Australia"
Western Australia,Australia,2020-03-26,-31.9505,115.8605,POINT(115.8605 -31.9505),231,2,1,228,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-27,-35.4735,149.0124,POINT(149.0124 -35.4735),62,0,1,61,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-27,-33.8688,151.2093,POINT(151.2093 -33.8688),1405,7,4,1394,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-27,-12.4634,130.8456,POINT(130.8456 -12.4634),12,0,0,12,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-27,-27.4698,153.0251,POINT(153.0251 -27.4698),555,1,8,546,,,"Queensland, Australia"
South Australia,Australia,2020-03-27,-34.9285,138.6007,POINT(138.6007 -34.9285),257,0,6,251,,,"South Australia, Australia"
Tasmania,Australia,2020-03-27,-42.8821,147.3272,POINT(147.3272 -42.8821),47,0,3,44,,,"Tasmania, Australia"
Victoria,Australia,2020-03-27,-37.8136,144.9631,POINT(144.9631 -37.8136),574,3,171,400,,,"Victoria, Australia"
Western Australia,Australia,2020-03-27,-31.9505,115.8605,POINT(115.8605 -31.9505),231,2,1,228,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-28,-35.4735,149.0124,POINT(149.0124 -35.4735),71,0,2,69,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-28,-33.8688,151.2093,POINT(151.2093 -33.8688),1617,8,4,1605,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-28,-12.4634,130.8456,POINT(130.8456 -12.4634),15,0,0,15,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-28,-27.4698,153.0251,POINT(153.0251 -27.4698),625,1,8,616,,,"Queensland, Australia"
South Australia,Australia,2020-03-28,-34.9285,138.6007,POINT(138.6007 -34.9285),287,0,6,281,,,"South Australia, Australia"
Tasmania,Australia,2020-03-28,-42.8821,147.3272,POINT(147.3272 -42.8821),62,0,5,57,,,"Tasmania, Australia"
Victoria,Australia,2020-03-28,-37.8136,144.9631,POINT(144.9631 -37.8136),685,3,191,491,,,"Victoria, Australia"
Western Australia,Australia,2020-03-28,-31.9505,115.8605,POINT(115.8605 -31.9505),278,2,28,248,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-29,-35.4735,149.0124,POINT(149.0124 -35.4735),77,0,2,75,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-29,-33.8688,151.2093,POINT(151.2093 -33.8688),1791,8,4,1779,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-29,-12.4634,130.8456,POINT(130.8456 -12.4634),15,0,0,15,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-29,-27.4698,153.0251,POINT(153.0251 -27.4698),656,2,8,646,,,"Queensland, Australia"
South Australia,Australia,2020-03-29,-34.9285,138.6007,POINT(138.6007 -34.9285),299,0,6,293,,,"South Australia, Australia"
Tasmania,Australia,2020-03-29,-42.8821,147.3272,POINT(147.3272 -42.8821),66,0,5,61,,,"Tasmania, Australia"
Victoria,Australia,2020-03-29,-37.8136,144.9631,POINT(144.9631 -37.8136),769,4,191,574,,,"Victoria, Australia"
Western Australia,Australia,2020-03-29,-31.9505,115.8605,POINT(115.8605 -31.9505),311,2,28,281,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-30,-35.4735,149.0124,POINT(149.0124 -35.4735),78,1,2,75,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-30,-33.8688,151.2093,POINT(151.2093 -33.8688),2032,8,4,2020,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-30,-12.4634,130.8456,POINT(130.8456 -12.4634),15,0,0,15,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-30,-27.4698,153.0251,POINT(153.0251 -27.4698),689,2,8,679,,,"Queensland, Australia"
South Australia,Australia,2020-03-30,-34.9285,138.6007,POINT(138.6007 -34.9285),305,0,6,299,,,"South Australia, Australia"
Tasmania,Australia,2020-03-30,-42.8821,147.3272,POINT(147.3272 -42.8821),66,0,5,61,,,"Tasmania, Australia"
Victoria,Australia,2020-03-30,-37.8136,144.9631,POINT(144.9631 -37.8136),821,4,191,626,,,"Victoria, Australia"
Western Australia,Australia,2020-03-30,-31.9505,115.8605,POINT(115.8605 -31.9505),355,2,41,312,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-03-31,-35.4735,149.0124,POINT(149.0124 -35.4735),80,1,3,76,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-03-31,-33.8688,151.2093,POINT(151.2093 -33.8688),2032,8,4,2020,,,"New South Wales, Australia"
Northern Territory,Australia,2020-03-31,-12.4634,130.8456,POINT(130.8456 -12.4634),17,0,0,17,,,"Northern Territory, Australia"
Queensland,Australia,2020-03-31,-27.4698,153.0251,POINT(153.0251 -27.4698),743,2,8,733,,,"Queensland, Australia"
South Australia,Australia,2020-03-31,-34.9285,138.6007,POINT(138.6007 -34.9285),337,0,6,331,,,"South Australia, Australia"
Tasmania,Australia,2020-03-31,-42.8821,147.3272,POINT(147.3272 -42.8821),69,1,5,63,,,"Tasmania, Australia"
Victoria,Australia,2020-03-31,-37.8136,144.9631,POINT(144.9631 -37.8136),917,4,291,622,,,"Victoria, Australia"
Western Australia,Australia,2020-03-31,-31.9505,115.8605,POINT(115.8605 -31.9505),364,2,41,321,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-01,-35.4735,149.0124,POINT(149.0124 -35.4735),84,1,8,75,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-01,-33.8688,151.2093,POINT(151.2093 -33.8688),2182,9,4,2169,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-01,-12.4634,130.8456,POINT(130.8456 -12.4634),19,0,0,19,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-01,-27.4698,153.0251,POINT(153.0251 -27.4698),781,2,8,771,,,"Queensland, Australia"
South Australia,Australia,2020-04-01,-34.9285,138.6007,POINT(138.6007 -34.9285),367,0,6,361,,,"South Australia, Australia"
Tasmania,Australia,2020-04-01,-42.8821,147.3272,POINT(147.3272 -42.8821),69,2,5,62,,,"Tasmania, Australia"
Victoria,Australia,2020-04-01,-37.8136,144.9631,POINT(144.9631 -37.8136),968,4,343,621,,,"Victoria, Australia"
Western Australia,Australia,2020-04-01,-31.9505,115.8605,POINT(115.8605 -31.9505),392,2,48,342,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-02,-35.4735,149.0124,POINT(149.0124 -35.4735),87,1,11,75,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-02,-33.8688,151.2093,POINT(151.2093 -33.8688),2298,10,4,2284,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-02,-12.4634,130.8456,POINT(130.8456 -12.4634),21,0,0,21,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-02,-27.4698,153.0251,POINT(153.0251 -27.4698),835,4,8,823,,,"Queensland, Australia"
South Australia,Australia,2020-04-02,-34.9285,138.6007,POINT(138.6007 -34.9285),367,0,6,361,,,"South Australia, Australia"
Tasmania,Australia,2020-04-02,-42.8821,147.3272,POINT(147.3272 -42.8821),72,2,5,65,,,"Tasmania, Australia"
Victoria,Australia,2020-04-02,-37.8136,144.9631,POINT(144.9631 -37.8136),1036,5,422,609,,,"Victoria, Australia"
Western Australia,Australia,2020-04-02,-31.9505,115.8605,POINT(115.8605 -31.9505),400,2,64,334,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-03,-35.4735,149.0124,POINT(149.0124 -35.4735),91,1,18,72,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-03,-33.8688,151.2093,POINT(151.2093 -33.8688),2389,12,4,2373,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-03,-12.4634,130.8456,POINT(130.8456 -12.4634),22,0,0,22,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-03,-27.4698,153.0251,POINT(153.0251 -27.4698),873,4,8,861,,,"Queensland, Australia"
South Australia,Australia,2020-04-03,-34.9285,138.6007,POINT(138.6007 -34.9285),396,0,46,350,,,"South Australia, Australia"
Tasmania,Australia,2020-04-03,-42.8821,147.3272,POINT(147.3272 -42.8821),74,2,5,67,,,"Tasmania, Australia"
Victoria,Australia,2020-04-03,-37.8136,144.9631,POINT(144.9631 -37.8136),1085,7,476,602,,,"Victoria, Australia"
Western Australia,Australia,2020-04-03,-31.9505,115.8605,POINT(115.8605 -31.9505),400,2,92,306,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-04,-35.4735,149.0124,POINT(149.0124 -35.4735),93,2,18,73,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-04,-33.8688,151.2093,POINT(151.2093 -33.8688),2493,12,4,2477,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-04,-12.4634,130.8456,POINT(130.8456 -12.4634),26,0,1,25,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-04,-27.4698,153.0251,POINT(153.0251 -27.4698),900,4,8,888,,,"Queensland, Australia"
South Australia,Australia,2020-04-04,-34.9285,138.6007,POINT(138.6007 -34.9285),407,0,46,361,,,"South Australia, Australia"
Tasmania,Australia,2020-04-04,-42.8821,147.3272,POINT(147.3272 -42.8821),80,2,5,73,,,"Tasmania, Australia"
Victoria,Australia,2020-04-04,-37.8136,144.9631,POINT(144.9631 -37.8136),1115,8,527,580,,,"Victoria, Australia"
Western Australia,Australia,2020-04-04,-31.9505,115.8605,POINT(115.8605 -31.9505),436,2,92,342,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-05,-35.4735,149.0124,POINT(149.0124 -35.4735),96,2,28,66,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-05,-33.8688,151.2093,POINT(151.2093 -33.8688),2580,16,4,2560,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-05,-12.4634,130.8456,POINT(130.8456 -12.4634),27,0,1,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-05,-27.4698,153.0251,POINT(153.0251 -27.4698),907,4,8,895,,,"Queensland, Australia"
South Australia,Australia,2020-04-05,-34.9285,138.6007,POINT(138.6007 -34.9285),407,0,46,361,,,"South Australia, Australia"
Tasmania,Australia,2020-04-05,-42.8821,147.3272,POINT(147.3272 -42.8821),82,2,5,75,,,"Tasmania, Australia"
Victoria,Australia,2020-04-05,-37.8136,144.9631,POINT(144.9631 -37.8136),1135,8,573,554,,,"Victoria, Australia"
Western Australia,Australia,2020-04-05,-31.9505,115.8605,POINT(115.8605 -31.9505),453,3,92,358,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-06,-35.4735,149.0124,POINT(149.0124 -35.4735),96,2,40,54,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-06,-33.8688,151.2093,POINT(151.2093 -33.8688),2637,18,4,2615,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-06,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-06,-27.4698,153.0251,POINT(153.0251 -27.4698),921,4,173,744,,,"Queensland, Australia"
South Australia,Australia,2020-04-06,-34.9285,138.6007,POINT(138.6007 -34.9285),411,0,53,358,,,"South Australia, Australia"
Tasmania,Australia,2020-04-06,-42.8821,147.3272,POINT(147.3272 -42.8821),86,2,26,58,,,"Tasmania, Australia"
Victoria,Australia,2020-04-06,-37.8136,144.9631,POINT(144.9631 -37.8136),1158,10,620,528,,,"Victoria, Australia"
Western Australia,Australia,2020-04-06,-31.9505,115.8605,POINT(115.8605 -31.9505),460,4,162,294,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-07,-35.4735,149.0124,POINT(149.0124 -35.4735),96,2,40,54,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-07,-33.8688,151.2093,POINT(151.2093 -33.8688),2686,21,4,2661,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-07,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-07,-27.4698,153.0251,POINT(153.0251 -27.4698),934,4,173,757,,,"Queensland, Australia"
South Australia,Australia,2020-04-07,-34.9285,138.6007,POINT(138.6007 -34.9285),411,1,53,357,,,"South Australia, Australia"
Tasmania,Australia,2020-04-07,-42.8821,147.3272,POINT(147.3272 -42.8821),89,2,26,61,,,"Tasmania, Australia"
Victoria,Australia,2020-04-07,-37.8136,144.9631,POINT(144.9631 -37.8136),1191,11,620,560,,,"Victoria, Australia"
Western Australia,Australia,2020-04-07,-31.9505,115.8605,POINT(115.8605 -31.9505),460,4,162,294,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-08,-35.4735,149.0124,POINT(149.0124 -35.4735),99,2,40,57,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-08,-33.8688,151.2093,POINT(151.2093 -33.8688),2734,21,4,2709,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-08,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-08,-27.4698,153.0251,POINT(153.0251 -27.4698),943,4,173,766,,,"Queensland, Australia"
South Australia,Australia,2020-04-08,-34.9285,138.6007,POINT(138.6007 -34.9285),415,2,53,360,,,"South Australia, Australia"
Tasmania,Australia,2020-04-08,-42.8821,147.3272,POINT(147.3272 -42.8821),98,3,26,69,,,"Tasmania, Australia"
Victoria,Australia,2020-04-08,-37.8136,144.9631,POINT(144.9631 -37.8136),1212,12,620,580,,,"Victoria, Australia"
Western Australia,Australia,2020-04-08,-31.9505,115.8605,POINT(115.8605 -31.9505),481,6,162,313,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-09,-35.4735,149.0124,POINT(149.0124 -35.4735),100,2,47,51,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-09,-33.8688,151.2093,POINT(151.2093 -33.8688),2773,21,4,2748,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-09,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-09,-27.4698,153.0251,POINT(153.0251 -27.4698),953,4,345,604,,,"Queensland, Australia"
South Australia,Australia,2020-04-09,-34.9285,138.6007,POINT(138.6007 -34.9285),420,3,120,297,,,"South Australia, Australia"
Tasmania,Australia,2020-04-09,-42.8821,147.3272,POINT(147.3272 -42.8821),111,3,48,60,,,"Tasmania, Australia"
Victoria,Australia,2020-04-09,-37.8136,144.9631,POINT(144.9631 -37.8136),1228,12,736,480,,,"Victoria, Australia"
Western Australia,Australia,2020-04-09,-31.9505,115.8605,POINT(115.8605 -31.9505),495,6,170,319,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-10,-35.4735,149.0124,POINT(149.0124 -35.4735),103,2,59,42,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-10,-33.8688,151.2093,POINT(151.2093 -33.8688),2822,22,4,2796,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-10,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-10,-27.4698,153.0251,POINT(153.0251 -27.4698),965,4,372,589,,,"Queensland, Australia"
South Australia,Australia,2020-04-10,-34.9285,138.6007,POINT(138.6007 -34.9285),428,3,179,246,,,"South Australia, Australia"
Tasmania,Australia,2020-04-10,-42.8821,147.3272,POINT(147.3272 -42.8821),122,4,48,70,,,"Tasmania, Australia"
Victoria,Australia,2020-04-10,-37.8136,144.9631,POINT(144.9631 -37.8136),1241,13,926,302,,,"Victoria, Australia"
Western Australia,Australia,2020-04-10,-31.9505,115.8605,POINT(115.8605 -31.9505),506,6,203,297,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-11,-35.4735,149.0124,POINT(149.0124 -35.4735),103,2,59,42,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-11,-33.8688,151.2093,POINT(151.2093 -33.8688),2857,23,4,2830,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-11,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-11,-27.4698,153.0251,POINT(153.0251 -27.4698),974,5,372,597,,,"Queensland, Australia"
South Australia,Australia,2020-04-11,-34.9285,138.6007,POINT(138.6007 -34.9285),429,3,179,247,,,"South Australia, Australia"
Tasmania,Australia,2020-04-11,-42.8821,147.3272,POINT(147.3272 -42.8821),133,4,48,81,,,"Tasmania, Australia"
Victoria,Australia,2020-04-11,-37.8136,144.9631,POINT(144.9631 -37.8136),1265,14,926,325,,,"Victoria, Australia"
Western Australia,Australia,2020-04-11,-31.9505,115.8605,POINT(115.8605 -31.9505),514,6,216,292,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-12,-35.4735,149.0124,POINT(149.0124 -35.4735),103,2,59,42,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-12,-33.8688,151.2093,POINT(151.2093 -33.8688),2857,24,4,2829,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-12,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-12,-27.4698,153.0251,POINT(153.0251 -27.4698),983,5,372,606,,,"Queensland, Australia"
South Australia,Australia,2020-04-12,-34.9285,138.6007,POINT(138.6007 -34.9285),429,4,179,246,,,"South Australia, Australia"
Tasmania,Australia,2020-04-12,-42.8821,147.3272,POINT(147.3272 -42.8821),133,5,48,80,,,"Tasmania, Australia"
Victoria,Australia,2020-04-12,-37.8136,144.9631,POINT(144.9631 -37.8136),1268,14,926,328,,,"Victoria, Australia"
Western Australia,Australia,2020-04-12,-31.9505,115.8605,POINT(115.8605 -31.9505),514,6,216,292,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-13,-35.4735,149.0124,POINT(149.0124 -35.4735),102,2,59,41,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-04-13,-33.8688,151.2093,POINT(151.2093 -33.8688),2863,25,4,2834,,,"New South Wales, Australia"
Northern Territory,Australia,2020-04-13,-12.4634,130.8456,POINT(130.8456 -12.4634),28,0,2,26,,,"Northern Territory, Australia"
Queensland,Australia,2020-04-13,-27.4698,153.0251,POINT(153.0251 -27.4698),987,5,372,610,,,"Queensland, Australia"
South Australia,Australia,2020-04-13,-34.9285,138.6007,POINT(138.6007 -34.9285),429,4,179,246,,,"South Australia, Australia"
Tasmania,Australia,2020-04-13,-42.8821,147.3272,POINT(147.3272 -42.8821),144,5,48,91,,,"Tasmania, Australia"
Victoria,Australia,2020-04-13,-37.8136,144.9631,POINT(144.9631 -37.8136),1281,14,926,341,,,"Victoria, Australia"
Western Australia,Australia,2020-04-13,-31.9505,115.8605,POINT(115.8605 -31.9505),517,6,216,295,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-04-14,-35.4735,149.0124,POINT(149.0124 -35.4735),103,2,72,29,,,"Australian Capital Territory, Australia"
